filname, time (UTC),avg0,s0,c0,blur0,avg1,s1,c1,blur1
1577644201.jpg,2019-12-29 18:30:00,104,1.2, 62.0,-100.2,105,1.4, 74.5,-100.6
1577646001.jpg,2019-12-29 19:00:00,98,1.2, 63.1,-100.7,113,1.3, 79.3,-100.6
1577647801.jpg,2019-12-29 19:30:00,77,0.8, 48.6,-108.4,88,1.1, 61.4,-102.7
1577649601.jpg,2019-12-29 20:00:00,82,0.8, 42.9,-109.4,88,1.2, 49.3,-100.9
1577651401.jpg,2019-12-29 20:30:00,71,0.8, 32.0,-112.6,71,1.1, 33.4,-105.0
1577653201.jpg,2019-12-29 21:00:00,72,0.8, 26.3,-113.1,68,1.1, 23.6,-106.5
1577707201.jpg,2019-12-30 12:00:00,112,1.3, 58.5,-101.7,115,1.8, 53.3,-94.5
1577709001.jpg,2019-12-30 12:30:00,112,1.0, 58.3,-106.3,106,1.7, 51.3,-94.2
1577710801.jpg,2019-12-30 13:00:00,136,1.1, 67.9,-104.2,142,2.1, 63.1,-88.5
1577712601.jpg,2019-12-30 13:30:00,113,1.3, 57.5,-101.6,129,1.7, 58.2,-93.8
1577714401.jpg,2019-12-30 14:00:00,75,1.0, 36.7,-108.6,71,1.1, 32.8,-106.2
1577716201.jpg,2019-12-30 14:30:00,101,1.2, 53.4,-103.4,101,1.5, 49.6,-97.9
1577718001.jpg,2019-12-30 15:00:00,104,1.1, 60.0,-105.0,101,1.3, 55.8,-99.8
1577719801.jpg,2019-12-30 15:30:00,119,1.4, 64.3,-99.3,125,1.5, 60.9,-96.8
1577721601.jpg,2019-12-30 16:00:00,102,1.5, 50.8,-99.5,110,1.5, 52.8,-98.3
1577723401.jpg,2019-12-30 16:30:00,108,1.3, 58.3,-100.9,107,1.4, 56.0,-98.8
1577725201.jpg,2019-12-30 17:00:00,72,1.0, 37.0,-107.6,75,1.0, 39.6,-107.9
1577727001.jpg,2019-12-30 17:30:00,102,1.1, 57.7,-104.9,105,1.3, 59.8,-98.6
1577728801.jpg,2019-12-30 18:00:00,74,0.9, 39.5,-109.3,76,0.9, 42.1,-109.1
1577730601.jpg,2019-12-30 18:30:00,98,1.2, 56.0,-101.3,102,1.3, 57.2,-101.1
1577732401.jpg,2019-12-30 19:00:00,101,1.5, 53.8,-99.4,114,1.8, 57.3,-95.0
1577734201.jpg,2019-12-30 19:30:00,101,1.4, 53.5,-99.1,106,1.4, 51.4,-101.2
1577736001.jpg,2019-12-30 20:00:00,107,1.6, 52.9,-97.4,109,1.8, 50.6,-96.6
1577737801.jpg,2019-12-30 20:30:00,75,1.1, 38.3,-105.2,80,1.1, 41.0,-106.7
1577739601.jpg,2019-12-30 21:00:00,99,1.5, 50.4,-99.1,103,1.3, 49.3,-103.3
1577793601.jpg,2019-12-31 12:00:00,154,1.1, 72.8,-104.6,157,1.4, 68.4,-100.3
1577795401.jpg,2019-12-31 12:30:00,130,1.2, 68.3,-104.1,132,2.3, 64.1,-91.2
1577797201.jpg,2019-12-31 13:00:00,108,1.0, 56.7,-108.4,111,2.0, 54.8,-95.1
1577799001.jpg,2019-12-31 13:30:00,113,1.1, 64.0,-105.3,115,2.1, 61.1,-93.4
1577800801.jpg,2019-12-31 14:00:00,68,0.8, 34.4,-115.0,73,1.4, 38.9,-101.8
1577802601.jpg,2019-12-31 14:30:00,110,1.2, 62.9,-104.2,107,2.1, 58.4,-92.9
1577804401.jpg,2019-12-31 15:00:00,86,0.8, 41.5,-114.4,94,1.5, 49.8,-100.3
1577806201.jpg,2019-12-31 15:30:00,101,1.2, 51.4,-104.9,103,2.0, 53.5,-93.4
1577808001.jpg,2019-12-31 16:00:00,75,0.9, 38.2,-111.3,79,1.6, 40.9,-98.8
1577809801.jpg,2019-12-31 16:30:00,87,0.7, 40.5,-117.1,95,1.4, 47.2,-102.3
1577811601.jpg,2019-12-31 17:00:00,85,0.6, 41.9,-117.9,90,1.4, 45.2,-101.3
1577813401.jpg,2019-12-31 17:30:00,91,0.5, 45.9,-120.1,96,1.6, 48.5,-99.3
1577815201.jpg,2019-12-31 18:00:00,100,0.7, 49.7,-116.3,101,1.7, 49.9,-97.3
1577817001.jpg,2019-12-31 18:30:00,83,0.7, 41.3,-116.9,83,1.4, 40.4,-100.8
1577818801.jpg,2019-12-31 19:00:00,78,0.7, 39.4,-115.9,80,1.2, 38.2,-104.3
1577820601.jpg,2019-12-31 19:30:00,73,0.7, 36.5,-117.0,75,1.0, 35.2,-109.3
1577822401.jpg,2019-12-31 20:00:00,87,0.8, 42.0,-114.8,82,0.9, 36.1,-110.1
1577824201.jpg,2019-12-31 20:30:00,76,0.7, 37.1,-116.6,80,0.8, 36.1,-112.9
1577826001.jpg,2019-12-31 21:00:00,75,0.7, 36.1,-117.6,73,0.7, 32.2,-115.4
1577880001.jpg,2020-01-01 12:00:00,177,2.2, 51.8,-93.5,182,2.6, 51.5,-90.4
1577881801.jpg,2020-01-01 12:30:00,163,2.3, 61.0,-91.0,157,2.5, 58.5,-89.0
1577883601.jpg,2020-01-01 13:00:00,104,1.9, 59.7,-93.5,103,2.2, 54.0,-90.8
1577885401.jpg,2020-01-01 13:30:00,117,2.1, 60.3,-90.6,113,2.5, 58.8,-88.8
1577887201.jpg,2020-01-01 14:00:00,117,2.1, 57.3,-90.7,117,2.7, 63.6,-88.4
1577889001.jpg,2020-01-01 14:30:00,114,1.9, 55.6,-92.3,114,2.5, 63.4,-89.2
1577890801.jpg,2020-01-01 15:00:00,111,1.9, 52.6,-92.7,110,2.4, 62.7,-90.6
1577892601.jpg,2020-01-01 15:30:00,116,2.0, 54.1,-91.9,119,2.5, 70.6,-89.9
1577894401.jpg,2020-01-01 16:00:00,116,2.0, 55.7,-92.0,119,2.4, 71.5,-90.6
1577896201.jpg,2020-01-01 16:30:00,113,2.0, 57.7,-92.0,117,2.2, 73.9,-92.0
1577898001.jpg,2020-01-01 17:00:00,111,2.0, 58.4,-92.1,113,2.0, 73.7,-94.1
1577899801.jpg,2020-01-01 17:30:00,102,1.8, 55.1,-93.7,109,1.8, 74.1,-95.4
1577901601.jpg,2020-01-01 18:00:00,102,1.8, 57.7,-93.6,112,1.8, 78.6,-95.7
1577903401.jpg,2020-01-01 18:30:00,95,1.7, 56.7,-95.8,98,1.6, 70.0,-98.5
1577905201.jpg,2020-01-01 19:00:00,102,1.7, 66.7,-95.0,110,1.4, 81.6,-99.4
1577907001.jpg,2020-01-01 19:30:00,97,1.6, 63.6,-96.5,99,1.5, 67.0,-96.8
1577908801.jpg,2020-01-01 20:00:00,88,1.4, 64.7,-98.0,85,1.3, 56.5,-99.1
1577910601.jpg,2020-01-01 20:30:00,73,1.2, 49.7,-101.9,73,1.2, 45.2,-102.2
1577912401.jpg,2020-01-01 21:00:00,72,1.0, 43.7,-104.7,66,1.1, 27.2,-105.2
1577914201.jpg,2020-01-01 21:30:00,46,0.7, 22.0,-115.9,45,0.8, 14.1,-114.6
1577966401.jpg,2020-01-02 12:00:00,200,2.2, 43.9,-94.7,199,2.9, 41.2,-88.6
1577968201.jpg,2020-01-02 12:30:00,142,1.9, 54.0,-92.7,155,2.7, 48.8,-87.6
1577970001.jpg,2020-01-02 13:00:00,130,1.8, 56.3,-94.3,125,2.3, 41.8,-90.5
1577971801.jpg,2020-01-02 13:30:00,143,1.9, 55.8,-92.8,135,2.4, 45.1,-88.7
1577973601.jpg,2020-01-02 14:00:00,109,1.5, 59.6,-96.5,104,1.9, 51.7,-92.2
1577975401.jpg,2020-01-02 14:30:00,122,2.2, 53.4,-91.4,119,2.8, 68.0,-87.6
1577977201.jpg,2020-01-02 15:00:00,107,1.9, 43.3,-95.4,106,2.4, 59.7,-91.0
1577979001.jpg,2020-01-02 15:30:00,114,2.0, 47.9,-93.1,116,2.5, 67.7,-90.1
1577980801.jpg,2020-01-02 16:00:00,116,2.1, 50.2,-92.7,111,2.3, 66.4,-91.2
1577982601.jpg,2020-01-02 16:30:00,115,2.1, 53.0,-92.5,115,2.3, 71.1,-91.1
1577984401.jpg,2020-01-02 17:00:00,112,2.0, 53.9,-92.7,115,2.1, 73.3,-92.3
1577986201.jpg,2020-01-02 17:30:00,105,1.9, 53.5,-94.5,117,2.0, 73.4,-93.0
1577988001.jpg,2020-01-02 18:00:00,108,2.0, 63.3,-93.2,117,1.8, 84.0,-95.5
1577989801.jpg,2020-01-02 18:30:00,94,1.7, 58.7,-97.0,103,1.6, 76.6,-97.6
1577991601.jpg,2020-01-02 19:00:00,102,1.7, 67.8,-96.1,109,1.4, 81.1,-100.1
1577993401.jpg,2020-01-02 19:30:00,84,1.3, 60.4,-101.2,92,1.3, 70.6,-99.8
1577995201.jpg,2020-01-02 20:00:00,105,1.6, 73.1,-96.7,104,1.4, 66.7,-98.4
1577997001.jpg,2020-01-02 20:30:00,68,0.9, 53.1,-107.9,73,1.1, 51.8,-103.8
1577998801.jpg,2020-01-02 21:00:00,78,0.9, 51.4,-107.2,73,1.1, 38.6,-105.3
1578000601.jpg,2020-01-02 21:30:00,46,0.6, 22.8,-120.3,45,0.7, 13.6,-117.5
1578052801.jpg,2020-01-03 12:00:00,184,1.6, 52.5,-100.4,182,2.2, 44.1,-93.7
1578054601.jpg,2020-01-03 12:30:00,159,1.5, 53.2,-99.8,157,2.0, 45.1,-94.1
1578056401.jpg,2020-01-03 13:00:00,112,1.1, 53.5,-105.3,116,1.4, 49.3,-99.0
1578058201.jpg,2020-01-03 13:30:00,118,1.0, 61.6,-104.9,111,1.4, 45.5,-99.7
1578060001.jpg,2020-01-03 14:00:00,98,0.9, 46.8,-108.6,93,1.2, 38.1,-103.0
1578061801.jpg,2020-01-03 14:30:00,108,1.0, 65.4,-105.8,101,1.3, 52.4,-101.4
1578063601.jpg,2020-01-03 15:00:00,81,0.8, 37.4,-112.3,82,1.1, 32.8,-105.4
1578065401.jpg,2020-01-03 15:30:00,96,1.0, 39.4,-108.2,91,1.3, 28.4,-103.4
1578067201.jpg,2020-01-03 16:00:00,85,0.9, 43.0,-110.1,83,1.1, 29.4,-105.3
1578069001.jpg,2020-01-03 16:30:00,90,0.9, 37.2,-109.6,96,1.4, 31.0,-101.7
1578070801.jpg,2020-01-03 17:00:00,91,0.9, 37.0,-109.2,89,1.2, 27.2,-103.8
1578072601.jpg,2020-01-03 17:30:00,74,0.8, 27.7,-113.6,74,1.1, 21.2,-107.7
1578074401.jpg,2020-01-03 18:00:00,65,0.7, 23.8,-117.2,65,0.9, 21.3,-111.4
1578076201.jpg,2020-01-03 18:30:00,72,0.8, 30.3,-114.0,74,1.1, 22.2,-107.7
1578078001.jpg,2020-01-03 19:00:00,76,0.8, 29.2,-113.4,84,1.2, 23.3,-105.7
1578079801.jpg,2020-01-03 19:30:00,72,0.8, 30.0,-114.6,70,1.0, 21.7,-109.3
1578081601.jpg,2020-01-03 20:00:00,71,0.8, 25.3,-115.5,71,1.0, 19.2,-110.1
1578083401.jpg,2020-01-03 20:30:00,71,0.8, 27.1,-115.3,68,1.0, 18.3,-110.3
1578085201.jpg,2020-01-03 21:00:00,81,0.8, 29.8,-113.4,84,1.1, 21.8,-107.4
1578139201.jpg,2020-01-04 12:00:00,189,1.6, 50.7,-101.0,198,2.2, 43.9,-94.4
1578141001.jpg,2020-01-04 12:30:00,127,1.1, 66.4,-103.8,109,1.4, 46.1,-100.0
1578142801.jpg,2020-01-04 13:00:00,160,1.5, 63.7,-99.8,160,2.1, 49.1,-92.9
1578144601.jpg,2020-01-04 13:30:00,89,0.8, 46.2,-110.6,83,1.1, 36.3,-105.6
1578146401.jpg,2020-01-04 14:00:00,168,1.4, 67.8,-100.9,181,2.2, 49.1,-93.4
1578148201.jpg,2020-01-04 14:30:00,72,0.7, 32.7,-115.3,66,0.9, 23.2,-111.2
1578150001.jpg,2020-01-04 15:00:00,81,0.8, 31.7,-113.7,80,1.1, 28.0,-107.0
1578151801.jpg,2020-01-04 15:30:00,142,1.0, 67.8,-105.4,145,1.7, 55.0,-97.2
1578153601.jpg,2020-01-04 16:00:00,73,0.7, 29.7,-117.3,71,0.9, 25.0,-110.5
1578155401.jpg,2020-01-04 16:30:00,151,0.7, 74.4,-112.7,160,1.0, 62.9,-107.8
1578157201.jpg,2020-01-04 17:00:00,85,0.4, 36.0,-125.6,93,0.5, 42.0,-122.3
1578159001.jpg,2020-01-04 17:30:00,94,0.6, 42.9,-117.0,95,1.4, 41.7,-100.0
1578160801.jpg,2020-01-04 18:00:00,79,0.8, 37.8,-111.8,81,1.3, 37.1,-101.5
1578162601.jpg,2020-01-04 18:30:00,88,0.8, 40.5,-113.6,90,1.1, 42.1,-104.2
1578164401.jpg,2020-01-04 19:00:00,91,0.9, 45.7,-109.6,95,1.5, 47.8,-98.0
1578166201.jpg,2020-01-04 19:30:00,84,1.0, 40.3,-109.1,85,1.3, 40.8,-101.5
1578168001.jpg,2020-01-04 20:00:00,85,1.3, 45.9,-103.3,82,1.6, 38.9,-97.8
1578169801.jpg,2020-01-04 20:30:00,65,1.1, 32.1,-107.8,65,1.5, 28.3,-100.4
1578171601.jpg,2020-01-04 21:00:00,82,1.1, 39.8,-107.1,85,1.5, 38.7,-99.4
1578225601.jpg,2020-01-05 12:00:00,159,1.2, 73.0,-102.5,172,2.4, 61.3,-90.7
1578227401.jpg,2020-01-05 12:30:00,125,1.2, 69.0,-103.0,132,2.0, 60.6,-92.8
1578229201.jpg,2020-01-05 13:00:00,130,1.1, 69.0,-103.4,129,2.0, 57.7,-93.0
1578231001.jpg,2020-01-05 13:30:00,138,1.3, 65.7,-101.2,144,1.9, 55.5,-94.7
1578232801.jpg,2020-01-05 14:00:00,129,1.0, 61.5,-106.2,112,1.3, 55.3,-102.8
1578234601.jpg,2020-01-05 14:30:00,75,0.6, 36.8,-118.4,75,0.8, 30.9,-114.0
1578236401.jpg,2020-01-05 15:00:00,90,0.7, 34.8,-115.0,90,0.9, 36.4,-110.7
1578238201.jpg,2020-01-05 15:30:00,75,0.7, 31.5,-116.3,83,0.9, 32.1,-109.9
1578240001.jpg,2020-01-05 16:00:00,94,0.9, 36.4,-110.9,96,1.2, 33.2,-105.2
1578241801.jpg,2020-01-05 16:30:00,90,0.8, 40.1,-111.9,89,1.1, 31.0,-107.3
1578243601.jpg,2020-01-05 17:00:00,90,0.8, 37.7,-112.7,93,1.1, 33.7,-106.8
1578245401.jpg,2020-01-05 17:30:00,77,0.7, 27.8,-116.1,81,1.1, 27.2,-107.8
1578247201.jpg,2020-01-05 18:00:00,89,0.8, 38.8,-113.0,90,1.2, 37.7,-104.5
1578249001.jpg,2020-01-05 18:30:00,93,0.8, 41.7,-111.6,99,1.3, 46.8,-102.3
1578250801.jpg,2020-01-05 19:00:00,90,0.8, 37.8,-113.1,96,1.3, 41.6,-102.4
1578252601.jpg,2020-01-05 19:30:00,83,0.7, 35.0,-114.4,80,1.0, 28.7,-107.9
1578254401.jpg,2020-01-05 20:00:00,96,0.8, 48.8,-111.3,88,1.1, 34.9,-108.4
1578256201.jpg,2020-01-05 20:30:00,88,0.8, 51.1,-111.3,90,1.1, 41.7,-108.0
1578258001.jpg,2020-01-05 21:00:00,73,0.6, 40.4,-116.9,66,0.8, 27.3,-113.5
1578259801.jpg,2020-01-05 21:30:00,48,0.4, 19.7,-127.5,48,0.6, 16.0,-120.7
1578312001.jpg,2020-01-06 12:00:00,189,1.2, 40.6,-104.8,181,2.1, 42.7,-94.2
1578313801.jpg,2020-01-06 12:30:00,136,1.0, 51.7,-104.9,139,1.8, 44.6,-95.0
1578315601.jpg,2020-01-06 13:00:00,98,0.9, 45.6,-109.5,102,1.4, 40.7,-99.7
1578317401.jpg,2020-01-06 13:30:00,124,1.1, 46.9,-104.3,124,1.8, 41.5,-95.4
1578319201.jpg,2020-01-06 14:00:00,96,0.9, 33.3,-110.7,96,1.4, 32.2,-101.0
1578321001.jpg,2020-01-06 14:30:00,128,1.1, 45.3,-103.8,129,1.9, 41.3,-94.4
1578322801.jpg,2020-01-06 15:00:00,83,0.8, 27.5,-112.9,91,1.3, 36.0,-101.2
1578324601.jpg,2020-01-06 15:30:00,95,1.0, 31.5,-108.0,97,1.6, 40.7,-97.9
1578326401.jpg,2020-01-06 16:00:00,110,1.2, 38.7,-104.3,111,1.7, 55.2,-97.2
1578328201.jpg,2020-01-06 16:30:00,123,2.3, 51.5,-90.2,123,2.8, 63.6,-85.7
1578330001.jpg,2020-01-06 17:00:00,106,1.9, 48.3,-93.6,104,2.3, 53.8,-90.4
1578331801.jpg,2020-01-06 17:30:00,78,1.5, 37.0,-99.2,82,2.0, 38.7,-93.1
1578333601.jpg,2020-01-06 18:00:00,86,1.7, 36.7,-95.9,89,2.3, 41.1,-88.8
1578335401.jpg,2020-01-06 18:30:00,87,1.7, 35.4,-96.8,88,2.3, 31.1,-90.5
1578337201.jpg,2020-01-06 19:00:00,76,1.3, 39.7,-101.2,74,1.8, 32.4,-95.6
1578339001.jpg,2020-01-06 19:30:00,89,1.7, 40.1,-96.2,100,2.7, 35.2,-87.9
1578340801.jpg,2020-01-06 20:00:00,112,2.0, 54.0,-92.6,111,2.8, 37.3,-87.9
1578342601.jpg,2020-01-06 20:30:00,69,1.4, 28.1,-101.6,68,1.8, 30.8,-96.5
1578344401.jpg,2020-01-06 21:00:00,86,1.6, 44.0,-97.6,82,2.1, 27.2,-93.3
1578346201.jpg,2020-01-06 21:30:00,55,1.0, 23.3,-108.3,56,1.4, 16.7,-103.2
1578398401.jpg,2020-01-07 12:00:00,170,3.0, 55.1,-86.1,174,4.1, 54.2,-80.3
1578400201.jpg,2020-01-07 12:30:00,156,3.4, 62.6,-83.2,154,3.9, 58.9,-80.3
1578402001.jpg,2020-01-07 13:00:00,120,2.7, 63.1,-86.2,110,3.2, 56.1,-82.8
1578403801.jpg,2020-01-07 13:30:00,131,2.9, 61.1,-85.8,144,3.8, 65.4,-80.9
1578405601.jpg,2020-01-07 14:00:00,117,2.7, 54.0,-87.9,115,3.4, 60.3,-83.1
1578407401.jpg,2020-01-07 14:30:00,112,2.3, 54.9,-89.9,107,2.9, 53.4,-85.8
1578409201.jpg,2020-01-07 15:00:00,123,2.2, 59.3,-89.1,116,2.9, 54.3,-84.7
1578411001.jpg,2020-01-07 15:30:00,84,1.4, 54.3,-97.7,83,1.9, 37.0,-92.0
1578412801.jpg,2020-01-07 16:00:00,110,1.8, 61.5,-91.6,102,2.4, 42.5,-87.4
1578414601.jpg,2020-01-07 16:30:00,95,1.7, 56.2,-93.8,94,2.1, 48.3,-90.7
1578416401.jpg,2020-01-07 17:00:00,97,1.8, 53.6,-94.0,99,2.1, 54.0,-91.7
1578418201.jpg,2020-01-07 17:30:00,104,2.2, 58.5,-90.4,109,2.3, 70.0,-90.0
1578420001.jpg,2020-01-07 18:00:00,108,2.3, 67.9,-88.8,115,2.2, 83.3,-91.4
1578421801.jpg,2020-01-07 18:30:00,79,1.3, 52.0,-99.1,82,1.7, 47.3,-94.0
1578423601.jpg,2020-01-07 19:00:00,84,1.5, 44.2,-97.8,89,2.1, 40.2,-90.7
1578425401.jpg,2020-01-07 19:30:00,78,1.4, 37.1,-100.2,80,2.0, 34.3,-92.9
1578427201.jpg,2020-01-07 20:00:00,79,1.4, 36.0,-100.5,79,1.9, 33.5,-94.0
1578429001.jpg,2020-01-07 20:30:00,66,1.2, 26.3,-104.3,67,1.5, 25.3,-98.7
1578430801.jpg,2020-01-07 21:00:00,79,1.4, 31.7,-102.0,73,1.7, 22.3,-96.3
1578432601.jpg,2020-01-07 21:30:00,47,0.8, 18.8,-114.2,47,1.1, 14.7,-107.6
1578484801.jpg,2020-01-08 12:00:00,176,3.2, 55.9,-87.7,180,4.2, 51.6,-81.6
1578486601.jpg,2020-01-08 12:30:00,150,2.9, 59.6,-86.7,152,3.8, 57.9,-81.5
1578488401.jpg,2020-01-08 13:00:00,98,2.0, 36.7,-92.7,99,2.6, 38.5,-87.8
1578490201.jpg,2020-01-08 13:30:00,107,2.1, 45.2,-90.9,113,2.9, 44.0,-85.7
1578492001.jpg,2020-01-08 14:00:00,109,2.1, 50.9,-90.6,98,2.6, 34.0,-88.4
1578493801.jpg,2020-01-08 14:30:00,111,2.5, 53.6,-88.6,112,3.2, 62.0,-85.0
1578495601.jpg,2020-01-08 15:00:00,64,1.1, 36.3,-103.6,72,1.7, 39.3,-94.8
1578497401.jpg,2020-01-08 15:30:00,89,1.6, 49.5,-95.8,91,2.2, 42.5,-89.8
1578499201.jpg,2020-01-08 16:00:00,98,2.0, 46.8,-92.0,98,2.5, 55.4,-88.6
1578501001.jpg,2020-01-08 16:30:00,97,1.8, 41.7,-94.2,107,2.5, 53.8,-87.5
1578502801.jpg,2020-01-08 17:00:00,129,2.3, 61.7,-89.2,122,2.4, 61.6,-88.3
1578504601.jpg,2020-01-08 17:30:00,104,2.2, 56.4,-90.7,107,2.3, 68.3,-90.0
1578506401.jpg,2020-01-08 18:00:00,101,2.2, 57.5,-91.4,110,2.4, 77.0,-89.9
1578508201.jpg,2020-01-08 18:30:00,88,1.9, 52.2,-94.4,97,2.0, 70.7,-93.3
1578510001.jpg,2020-01-08 19:00:00,100,2.1, 65.7,-91.5,114,1.8, 85.4,-93.3
1578511801.jpg,2020-01-08 19:30:00,81,1.6, 55.0,-97.1,94,1.8, 72.1,-93.3
1578513601.jpg,2020-01-08 20:00:00,100,1.9, 70.0,-92.2,103,1.9, 70.4,-92.1
1578515401.jpg,2020-01-08 20:30:00,73,1.4, 53.5,-97.6,72,1.5, 45.9,-96.0
1578517201.jpg,2020-01-08 21:00:00,79,1.4, 53.9,-97.6,74,1.6, 39.8,-95.8
1578519001.jpg,2020-01-08 21:30:00,47,0.8, 21.3,-110.9,49,1.1, 18.1,-106.9
1578571201.jpg,2020-01-09 12:00:00,178,2.5, 53.9,-89.4,176,3.9, 53.6,-81.2
1578573001.jpg,2020-01-09 12:30:00,138,2.8, 67.0,-86.4,138,3.8, 62.9,-80.1
1578574801.jpg,2020-01-09 13:00:00,118,2.5, 65.2,-88.3,117,3.7, 68.3,-81.6
1578576601.jpg,2020-01-09 13:30:00,123,2.6, 61.7,-88.0,125,4.1, 74.5,-80.7
1578578401.jpg,2020-01-09 14:00:00,113,2.3, 54.8,-90.9,113,3.6, 69.5,-83.9
1578580201.jpg,2020-01-09 14:30:00,119,2.3, 55.1,-91.0,122,3.7, 75.0,-83.6
1578582001.jpg,2020-01-09 15:00:00,117,2.1, 52.9,-92.2,113,3.2, 70.5,-86.3
1578583801.jpg,2020-01-09 15:30:00,118,2.2, 54.8,-91.5,119,3.3, 76.7,-85.7
1578585601.jpg,2020-01-09 16:00:00,118,2.2, 55.2,-91.2,117,3.1, 76.8,-86.2
1578587401.jpg,2020-01-09 16:30:00,114,2.1, 55.2,-91.5,118,3.0, 79.8,-86.2
1578589201.jpg,2020-01-09 17:00:00,116,2.2, 60.4,-90.0,117,2.7, 82.2,-87.6
1578591001.jpg,2020-01-09 17:30:00,108,2.0, 60.6,-91.4,114,2.4, 83.2,-90.2
1578592801.jpg,2020-01-09 18:00:00,111,2.0, 67.8,-91.3,115,2.3, 88.4,-91.7
1578594601.jpg,2020-01-09 18:30:00,99,1.8, 65.4,-94.2,104,2.0, 83.4,-93.8
1578596401.jpg,2020-01-09 19:00:00,105,1.9, 74.3,-92.6,113,1.7, 89.1,-94.6
1578598201.jpg,2020-01-09 19:30:00,88,1.5, 67.6,-97.1,97,1.8, 81.6,-93.7
1578600001.jpg,2020-01-09 20:00:00,107,1.9, 77.8,-92.0,110,2.0, 75.2,-90.9
1578601801.jpg,2020-01-09 20:30:00,79,1.4, 63.3,-97.8,82,1.9, 58.1,-91.7
1578603601.jpg,2020-01-09 21:00:00,85,1.4, 64.9,-97.5,81,1.9, 52.2,-90.1
1578605401.jpg,2020-01-09 21:30:00,49,0.8, 24.8,-111.3,50,1.1, 19.9,-105.2
1578657601.jpg,2020-01-10 12:00:00,198,2.2, 46.8,-94.6,194,3.8, 47.0,-83.8
1578659401.jpg,2020-01-10 12:30:00,142,1.9, 43.6,-94.8,142,3.4, 44.8,-83.2
1578661201.jpg,2020-01-10 13:00:00,101,1.3, 32.2,-103.8,102,2.3, 32.6,-91.1
1578663001.jpg,2020-01-10 13:30:00,117,1.9, 36.1,-97.1,120,3.1, 46.6,-85.6
1578664801.jpg,2020-01-10 14:00:00,81,1.2, 27.3,-106.3,82,1.9, 27.2,-94.7
1578666601.jpg,2020-01-10 14:30:00,82,1.2, 31.1,-105.2,82,1.9, 27.2,-95.1
1578668401.jpg,2020-01-10 15:00:00,67,1.0, 32.7,-108.6,67,1.6, 28.0,-98.6
1578670201.jpg,2020-01-10 15:30:00,125,1.9, 56.0,-93.9,123,3.1, 42.5,-85.3
1578672001.jpg,2020-01-10 16:00:00,112,1.5, 57.2,-98.1,103,2.3, 41.2,-89.8
1578673801.jpg,2020-01-10 16:30:00,83,1.2, 33.8,-104.3,89,2.1, 30.5,-93.2
1578675601.jpg,2020-01-10 17:00:00,68,1.1, 25.7,-108.2,71,1.7, 24.1,-98.0
1578677401.jpg,2020-01-10 17:30:00,111,1.6, 58.8,-97.5,110,2.6, 45.9,-87.9
1578679201.jpg,2020-01-10 18:00:00,99,1.3, 54.6,-101.1,94,2.1, 39.6,-92.1
1578681001.jpg,2020-01-10 18:30:00,89,1.2, 40.4,-104.0,87,2.0, 31.2,-94.1
1578682801.jpg,2020-01-10 19:00:00,119,1.5, 49.1,-99.6,125,2.9, 41.5,-86.1
1578684601.jpg,2020-01-10 19:30:00,87,1.2, 34.1,-106.0,87,1.8, 31.8,-95.7
1578686401.jpg,2020-01-10 20:00:00,83,1.0, 41.5,-107.1,81,1.8, 31.1,-95.8
1578688201.jpg,2020-01-10 20:30:00,67,0.7, 33.7,-113.8,63,1.4, 25.1,-100.4
1578690001.jpg,2020-01-10 21:00:00,92,1.0, 59.6,-105.8,89,2.0, 44.5,-91.0
1578691801.jpg,2020-01-10 21:30:00,47,0.5, 16.6,-123.3,48,1.0, 14.4,-108.3
1578744001.jpg,2020-01-11 12:00:00,174,1.5, 52.7,-101.0,190,3.5, 46.6,-85.2
1578745801.jpg,2020-01-11 12:30:00,164,1.4, 57.8,-100.5,158,3.4, 47.4,-84.2
1578747601.jpg,2020-01-11 13:00:00,149,1.3, 51.6,-101.6,139,2.9, 44.5,-86.5
1578749401.jpg,2020-01-11 13:30:00,78,0.8, 31.0,-114.4,73,1.5, 31.8,-100.1
1578751201.jpg,2020-01-11 14:00:00,122,1.2, 45.8,-104.1,119,2.6, 35.0,-90.6
1578753001.jpg,2020-01-11 14:30:00,136,1.3, 48.9,-102.5,135,2.8, 42.4,-88.2
1578754801.jpg,2020-01-11 15:00:00,101,1.0, 38.7,-108.8,97,2.0, 30.5,-95.7
1578756601.jpg,2020-01-11 15:30:00,96,1.0, 35.3,-108.9,96,1.9, 36.7,-95.3
1578758401.jpg,2020-01-11 16:00:00,112,1.3, 42.9,-103.3,110,2.6, 65.6,-90.2
1578760201.jpg,2020-01-11 16:30:00,100,1.1, 39.2,-106.4,111,2.3, 58.6,-91.4
1578762001.jpg,2020-01-11 17:00:00,111,1.5, 49.1,-99.9,113,2.4, 74.2,-91.6
1578763801.jpg,2020-01-11 17:30:00,94,1.1, 52.3,-104.4,97,1.7, 54.8,-95.4
1578765601.jpg,2020-01-11 18:00:00,108,1.4, 54.1,-101.1,112,2.0, 75.7,-94.6
1578767401.jpg,2020-01-11 18:30:00,98,1.3, 50.8,-103.0,103,1.8, 68.7,-95.7
1578769201.jpg,2020-01-11 19:00:00,95,1.3, 53.5,-103.3,112,1.8, 79.8,-95.7
1578771001.jpg,2020-01-11 19:30:00,81,1.0, 46.9,-106.9,88,1.5, 58.1,-97.5
